CASEID,FULLTIME_OR_PARTTIME,SELFEMPLOYED,OCCUPATION_COL,WORKTYPE_FINAL,SCIENCE_CLASSES,MATH_CLASSES,TALENT,PROVE,RESPECTA,RESPECTB,INTEREST1,STEMJOBA,STEMJOBB,REASON1A,REASON1B,REASON1C,REASON1D,REASON1E,REASON1F,REASON1G,TECH1,TECH2,TECH3,TECH4,TECH5,TECH6,GEND1,GEND2,GEND3,GEND4,GEND5,HARASS1,HARASS2,HARASS3,GENDER,STEM_DEGREE,EDUCATION,INCOME_AVERAGE,START_AGE,END_AGE,EMPLOYED,UN_EMPLOYED
3072,1,2,25,2,1,1,4,2,2,1,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,3,1,3,3,2,2,1,2,39999.5,45,54,1,0
3073,1,1,3,2,1,0,2,3,1,1,2,2,2,1,2,2,2,2,3,2,3,3,2,3,3,2,2,1,1,3,1,2,2,2,1,2,3,100000.0,35,44,1,0
3074,1,1,4,2,1,1,1,2,1,2,1,1,1,1,1,2,2,3,3,2,2,3,3,3,2,3,3,2,2,3,2,2,2,2,2,2,4,100000.0,45,54,1,0
3075,1,2,11,1,0,1,1,0,1,1,4,1,3,1,1,1,1,2,3,2,1,1,1,3,3,1,2,1,1,3,1,3,2,2,1,1,4,100000.0,35,44,1,0
3076,1,2,12,1,1,0,1,1,0,1,4,1,1,1,1,1,3,2,3,1,2,2,3,3,2,3,2,1,1,1,1,2,3,1,2,1,2,62499.5,35,44,1,0
3077,1,2,16,2,0,0,2,3,1,1,4,1,3,1,3,1,1,3,1,1,2,1,1,2,3,2,1,1,1,3,2,3,2,1,1,1,2,62499.5,55,64,1,0
3079,1,2,17,2,0,0,2,1,2,2,3,1,1,1,1,1,1,1,2,1,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,1,1,100000.0,45,54,1,0
3080,1,2,1,1,1,1,2,1,1,2,4,1,1,3,3,2,3,2,1,2,3,2,3,2,3,3,3,1,1,1,3,3,3,2,2,1,3,100000.0,45,54,1,0
3081,1,2,2,1,1,1,2,2,2,3,4,2,2,2,2,2,3,1,3,1,1,1,1,3,3,1,1,1,1,3,1,3,1,2,1,1,4,39999.5,25,34,1,0
3084,1,2,1,1,1,0,2,2,2,1,4,1,3,2,2,2,2,2,1,2,3,2,3,3,2,3,1,1,2,3,3,3,2,2,2,1,2,62499.5,45,54,1,0
3085,1,2,5,1,1,1,1,3,2,1,4,1,3,2,2,3,2,2,1,2,2,1,2,3,2,3,1,1,2,3,2,2,2,2,2,1,3,100000.0,55,64,1,0
3087,1,2,12,1,1,0,3,2,1,1,4,3,1,1,1,1,1,2,3,2,1,1,1,2,3,1,2,1,1,2,1,3,2,2,1,1,3,100000.0,25,34,1,0
3089,1,2,1,1,1,0,1,2,1,1,4,1,3,1,3,3,3,2,2,3,3,2,3,3,2,3,1,1,1,3,5,3,3,2,2,1,2,30000.0,25,34,1,0
3090,2,2,25,2,1,0,2,2,2,2,2,3,1,2,2,3,1,3,2,2,2,2,2,3,1,1,2,1,1,3,2,1,3,1,1,1,2,100000.0,55,64,1,0
3093,1,2,12,1,1,0,2,2,1,1,4,1,1,1,2,2,2,3,2,2,2,1,2,2,3,2,3,1,1,3,3,3,3,2,1,1,3,62499.5,55,64,1,0
3094,1,2,19,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,3,1,1,3,3,2,3,3,2,2,3,2,2,2,1,1,1,100000.0,55,64,1,0
3095,1,2,5,1,1,1,3,2,1,1,4,1,3,1,3,1,2,1,3,2,2,1,1,2,3,1,1,1,1,3,1,3,2,2,2,1,3,87499.5,25,34,1,0
3096,1,2,10,2,1,1,2,3,1,1,1,1,1,2,1,2,2,2,2,3,1,1,1,2,1,1,2,1,1,3,1,3,2,2,2,1,4,100000.0,65,74,1,0
3097,1,2,3,2,1,1,1,3,1,1,1,1,1,1,2,2,1,3,3,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,100000.0,45,54,1,0
3098,1,2,22,2,0,0,1,1,2,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,3,2,2,1,1,62499.5,45,54,1,0
3100,1,2,19,2,1,1,2,3,1,2,2,1,3,1,1,2,1,2,2,1,2,3,2,3,3,1,1,1,1,3,3,3,3,2,2,1,2,87499.5,55,64,1,0
3101,1,2,11,1,1,1,3,2,1,1,4,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,3,2,1,1,1,4,100000.0,65,74,1,0
3102,1,2,1,1,0,1,1,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,4,3,3,2,1,1,2,62499.5,45,54,1,0
3103,1,2,2,1,1,1,2,3,2,2,4,3,1,2,2,2,2,2,3,2,2,1,1,2,3,1,3,2,1,3,1,2,2,2,1,1,4,100000.0,55,64,1,0
3104,2,1,12,1,1,1,2,2,1,2,4,3,1,1,1,2,1,1,3,2,1,1,1,1,1,1,2,1,1,3,2,2,2,1,1,2,4,100000.0,55,64,1,0
3105,2,1,19,2,0,1,2,2,1,2,4,1,3,1,2,2,2,2,2,1,3,3,2,3,3,2,3,2,2,3,3,3,3,2,1,1,2,39999.5,25,34,1,0
3106,1,2,12,1,1,0,2,3,1,1,4,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,2,1,1,3,1,2,2,2,1,1,4,87499.5,55,64,1,0
3109,1,2,4,2,0,1,2,2,1,2,2,1,3,3,1,1,1,1,2,1,1,1,1,1,3,2,1,2,2,2,1,2,2,2,1,1,4,100000.0,35,44,1,0
3110,1,1,1,1,1,1,2,2,1,2,4,1,1,1,1,3,2,1,2,1,3,3,2,3,3,3,1,2,2,2,2,3,3,2,1,1,3,87499.5,35,44,1,0
3111,2,1,20,2,1,1,1,3,1,1,6,3,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,1,1,3,3,3,3,2,1,2,4,100000.0,45,54,1,0
3113,1,2,20,2,1,1,2,2,2,2,2,1,2,3,2,2,3,3,3,2,3,3,3,2,3,3,2,1,1,3,2,3,3,2,1,2,2,87499.5,35,44,1,0
3114,1,2,25,2,1,0,1,3,3,2,4,1,1,1,1,2,1,3,1,1,2,3,1,1,1,1,1,2,2,3,3,1,1,2,2,1,2,39999.5,55,64,1,0
3115,1,2,22,2,0,1,3,3,2,2,4,1,2,3,3,3,3,3,3,2,3,2,3,2,2,2,3,2,2,2,5,3,3,2,2,1,2,87499.5,45,54,1,0
3116,1,2,12,1,0,0,2,3,2,2,4,1,1,1,1,1,3,2,2,2,2,3,2,3,3,2,2,1,1,3,3,2,3,2,1,1,3,62499.5,25,34,1,0
3117,1,2,6,2,0,0,2,0,2,2,4,1,1,3,2,2,2,3,3,2,3,3,2,3,3,2,2,1,1,3,1,3,3,1,1,2,3,87499.5,25,34,1,0
3118,2,2,12,1,1,1,1,3,1,1,4,1,1,3,3,3,2,2,3,2,2,3,2,2,3,1,2,1,1,3,4,3,3,2,1,1,2,39999.5,65,74,1,0
3119,1,2,19,2,1,1,2,1,2,3,6,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,2,39999.5,25,34,1,0
3120,1,1,4,2,1,1,2,3,2,2,1,1,1,1,1,2,1,1,3,2,1,1,1,2,2,2,2,1,1,3,1,3,3,2,2,1,3,30000.0,35,44,1,0
3121,1,2,20,2,1,0,2,2,1,1,4,1,1,1,1,1,1,2,3,2,1,3,2,1,3,2,1,1,1,3,1,3,2,2,1,2,4,87499.5,45,54,1,0
3123,1,2,13,1,1,1,1,1,3,3,4,1,3,1,1,1,2,2,2,1,1,1,1,3,3,3,2,1,1,3,3,3,3,2,1,1,3,87499.5,25,34,1,0
3124,1,2,13,1,0,0,2,3,2,3,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,5,2,2,2,1,1,2,39999.5,25,34,1,0
3125,1,2,1,1,1,1,2,3,3,2,4,1,1,1,2,1,1,1,2,2,2,3,2,3,3,2,1,2,3,3,3,2,2,2,2,2,3,100000.0,55,64,1,0
3126,2,1,12,1,1,1,1,2,1,2,4,1,3,3,3,3,3,1,1,1,3,2,3,3,3,3,2,1,1,3,5,3,2,2,1,1,3,100000.0,45,54,1,0
3127,1,2,12,1,1,1,2,0,1,1,4,1,1,1,1,1,2,1,3,2,2,3,2,3,3,2,2,1,1,2,1,3,3,2,2,1,4,62499.5,45,54,1,0
3128,1,2,12,1,1,0,3,2,2,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,3,100000.0,65,74,1,0
3129,1,1,12,1,0,1,1,2,1,2,4,1,1,1,1,1,1,1,3,1,3,1,3,3,3,1,2,1,1,3,3,2,2,1,1,2,4,100000.0,65,74,1,0
3131,1,2,12,1,1,1,3,3,0,3,4,1,1,3,3,3,1,2,3,1,3,1,2,3,2,3,2,1,1,3,2,3,3,2,1,1,2,100000.0,45,54,1,0
3132,1,2,12,1,0,0,2,3,1,1,4,1,1,1,1,2,1,2,3,1,2,1,2,3,3,1,2,1,2,2,2,2,1,2,1,1,3,62499.5,45,54,1,0
3133,1,2,18,2,0,0,2,3,1,1,4,3,3,2,3,2,2,1,1,1,2,3,1,2,3,1,3,1,2,2,1,2,2,1,1,1,2,87499.5,25,34,1,0
3134,1,2,20,2,0,1,3,2,1,2,4,1,1,3,2,3,3,3,3,3,3,3,3,2,3,1,3,1,1,3,1,3,3,2,1,2,2,30000.0,45,54,1,0
3135,1,2,13,1,1,0,2,3,1,1,4,1,3,3,3,3,2,2,3,2,2,3,3,3,3,2,2,1,1,3,1,3,3,2,1,1,1,39999.5,35,44,1,0
3136,1,2,20,2,0,1,1,2,1,1,4,1,1,1,2,1,1,1,1,1,3,2,2,3,2,2,2,1,2,2,2,1,2,2,1,1,1,100000.0,55,64,1,0
3137,1,2,10,2,0,0,3,3,3,3,4,3,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,1,1,1,87499.5,25,34,1,0
3138,1,2,1,1,1,1,2,3,1,1,4,1,1,1,3,2,2,1,3,2,1,1,1,2,1,1,1,1,1,3,1,3,2,2,1,2,3,87499.5,25,34,1,0
3139,1,2,3,2,0,0,2,2,3,0,4,1,1,3,3,2,1,3,3,2,1,1,1,3,3,2,1,1,1,3,2,2,2,2,2,1,1,100000.0,45,54,1,0
3140,1,2,17,2,1,1,1,0,2,2,4,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,2,1,3,3,5,3,3,1,1,1,2,39999.5,25,34,1,0
3141,1,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,3,1,1,2,1,1,4,87499.5,35,44,1,0
3142,1,1,3,2,1,1,1,1,1,1,1,1,3,1,2,1,1,2,3,2,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,2,4,62499.5,55,64,1,0
3143,1,2,23,2,1,1,3,2,2,2,3,1,1,3,3,2,3,3,3,2,3,3,3,3,3,2,1,1,1,1,3,3,2,2,2,2,3,100000.0,45,54,1,0
3145,1,2,12,1,1,1,2,2,2,1,4,3,2,2,3,2,1,1,3,2,2,3,2,2,2,2,2,1,1,3,2,3,2,2,1,1,3,62499.5,25,34,1,0
3146,2,2,12,1,1,0,3,3,2,2,4,1,3,1,2,1,2,1,3,3,3,3,1,3,3,1,2,1,1,3,3,3,3,2,1,1,3,100000.0,55,64,1,0
3147,1,2,13,1,1,1,2,3,1,3,4,1,3,3,2,3,1,3,3,1,2,1,1,3,3,3,2,1,1,3,4,3,2,2,1,1,2,100000.0,55,64,1,0
3148,1,1,1,1,1,1,2,1,3,2,4,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,3,2,2,2,2,2,87499.5,55,64,1,0
3149,1,2,25,2,1,0,3,1,2,1,4,1,3,3,3,3,2,2,3,3,2,3,2,2,3,2,3,1,1,3,4,2,2,2,1,2,2,39999.5,45,54,1,0
3150,2,1,25,2,1,0,3,2,1,2,4,1,3,1,2,1,1,2,3,3,1,1,1,2,1,1,3,3,3,3,1,1,1,1,1,1,3,30000.0,25,34,1,0
3151,1,2,1,1,0,1,1,0,1,1,4,1,3,3,3,3,3,1,3,3,2,1,2,3,3,3,1,1,1,3,5,3,3,2,1,1,2,62499.5,55,64,1,0
3152,1,2,12,1,1,1,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,1,4,62499.5,35,44,1,0
3153,1,2,1,1,1,1,2,3,1,2,4,1,3,1,3,2,3,1,2,2,3,3,3,3,3,2,3,1,1,3,5,3,3,2,2,1,3,100000.0,55,64,1,0
3154,2,2,12,1,1,0,1,1,0,2,4,1,1,2,2,2,1,2,2,2,2,3,1,3,3,2,2,1,2,3,1,3,3,1,1,1,3,62499.5,25,34,1,0
3155,1,2,13,1,1,1,2,3,2,2,4,1,3,3,3,3,1,2,3,2,1,1,1,2,1,1,2,1,2,3,1,1,3,2,1,1,3,39999.5,25,34,1,0
3157,1,2,10,2,1,0,1,1,2,2,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,2,2,3,1,3,3,2,1,2,2,39999.5,45,54,1,0
3158,0,0,26,3,1,0,2,2,1,2,4,1,1,1,1,1,1,1,1,1,3,3,1,3,3,1,2,1,1,3,3,3,3,2,2,1,1,39999.5,35,44,0,-1
3159,1,2,13,1,0,0,1,0,3,0,4,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,4,1,1,1,1,1,2,39999.5,55,64,1,0
3160,1,2,4,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,2,3,2,1,3,2,2,1,2,4,100000.0,35,44,1,0
3161,1,2,3,2,0,0,1,1,2,2,4,1,1,2,3,3,3,1,1,1,3,2,3,3,2,3,1,2,3,3,3,3,3,2,1,1,1,100000.0,45,54,1,0
3162,1,2,19,2,1,1,2,2,2,2,1,1,1,2,1,3,1,2,1,1,2,1,2,3,1,2,1,2,2,2,2,2,2,2,2,1,3,100000.0,45,54,1,0
3163,1,2,5,1,1,1,2,3,1,2,4,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,1,3,3,2,2,2,1,3,100000.0,55,64,1,0
3164,2,2,5,1,1,1,2,2,2,2,4,1,1,2,3,2,3,1,2,1,2,2,2,3,1,2,1,1,1,3,1,2,2,2,2,1,4,87499.5,65,74,1,0
3165,1,2,5,1,1,1,2,3,1,2,4,1,1,2,3,2,3,2,3,2,3,3,3,3,3,3,1,1,1,3,1,3,3,2,2,1,3,87499.5,25,34,1,0
3167,1,2,5,1,1,1,1,0,1,3,4,1,1,3,3,3,3,3,2,3,2,3,3,2,2,3,1,1,1,1,4,3,3,2,2,1,4,100000.0,35,44,1,0
3168,1,2,1,1,0,0,1,2,1,2,4,1,3,2,3,3,3,1,1,3,2,3,3,3,3,3,3,1,1,1,4,3,3,2,2,2,3,87499.5,35,44,1,0
3170,1,2,1,1,0,1,2,3,1,2,4,3,3,2,2,2,2,3,2,3,2,3,2,3,3,2,3,1,1,3,3,2,2,1,1,1,4,87499.5,25,34,1,0
3171,1,2,5,1,1,1,1,2,1,1,4,3,3,1,3,1,1,3,2,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,1,1,3,100000.0,45,54,1,0
3172,2,1,3,2,1,1,2,2,1,2,6,3,3,1,1,2,2,2,3,1,2,3,2,2,3,2,1,1,1,2,1,3,2,2,2,1,4,100000.0,55,64,1,0
3173,1,1,3,2,0,1,1,2,1,2,4,1,1,1,3,1,1,1,2,2,3,1,1,3,1,1,2,1,1,2,2,3,2,2,1,1,2,30000.0,55,64,1,0
3176,1,2,3,2,0,0,4,2,0,0,4,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,2,2,3,5,3,3,2,2,2,3,87499.5,45,54,1,0
3177,1,2,3,2,1,1,1,1,1,1,1,1,1,3,3,3,3,2,1,3,3,2,3,3,2,3,3,1,1,1,3,3,3,2,2,1,3,100000.0,25,34,1,0
3179,1,2,10,2,0,0,2,1,3,3,1,1,3,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,1,2,4,87499.5,45,54,1,0
3180,1,2,22,2,1,1,4,0,2,1,4,1,1,3,3,3,3,3,1,3,3,2,3,3,3,3,2,1,1,3,5,3,3,2,2,1,1,87499.5,55,64,1,0
3181,2,2,14,2,1,1,2,0,1,1,3,1,1,3,2,2,2,1,2,1,3,3,1,3,3,1,2,1,2,3,2,3,3,2,1,2,3,30000.0,65,74,1,0
3182,0,0,26,3,0,0,2,2,1,2,4,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,1,1,3,3,3,3,2,1,1,1,62499.5,55,64,0,-1
3184,1,2,25,2,1,1,2,3,2,2,3,3,3,1,3,2,1,1,3,2,3,3,1,3,3,1,1,1,1,3,2,3,3,2,2,1,2,62499.5,25,34,1,0
3185,1,2,20,2,1,1,2,2,1,2,4,3,3,2,2,2,2,2,2,2,3,3,2,2,3,2,3,1,1,3,3,2,2,2,2,1,1,62499.5,45,54,1,0
3186,1,2,1,1,1,1,2,3,3,2,4,1,3,3,2,3,3,3,1,1,3,3,3,3,3,3,3,1,1,3,5,3,3,2,2,1,3,87499.5,45,54,1,0
3187,1,2,12,1,1,1,2,1,2,2,4,1,3,1,2,2,1,1,3,3,3,1,2,3,3,2,1,1,1,2,3,3,3,2,1,1,4,100000.0,25,34,1,0
3188,1,1,6,2,1,0,2,3,2,2,4,1,1,3,3,2,2,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,2,2,1,2,3,62499.5,25,34,1,0
3189,1,2,23,2,1,1,1,0,1,1,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,2,2,2,1,1,100000.0,55,64,1,0
3190,1,2,11,1,0,1,1,2,2,1,4,3,1,1,2,2,1,1,3,2,2,3,1,2,3,2,2,1,1,3,1,3,3,2,1,1,3,100000.0,55,64,1,0
3191,1,2,4,2,0,1,2,2,2,1,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,2,2,2,2,2,1,1,2,39999.5,35,44,1,0
3192,1,2,12,1,1,1,2,1,2,1,4,1,1,1,1,1,1,2,2,3,3,3,1,1,3,1,2,1,2,3,2,3,2,2,1,1,4,100000.0,35,44,1,0
3193,1,2,20,2,1,1,2,0,1,2,4,1,1,1,2,2,1,1,2,3,1,1,1,3,1,1,3,1,1,3,1,3,2,1,1,1,2,100000.0,55,64,1,0
3194,1,1,22,2,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,2,2,1,1,87499.5,35,44,1,0
3195,1,2,10,2,1,0,1,2,1,3,2,1,3,1,2,1,2,3,1,2,2,1,3,3,2,3,3,1,1,3,2,3,3,2,2,2,3,100000.0,25,34,1,0
3196,1,2,4,2,1,0,1,2,2,2,4,1,1,2,3,3,1,3,3,1,3,1,1,3,3,2,3,2,2,3,2,3,3,2,1,1,3,39999.5,35,44,1,0
3197,1,1,1,1,1,1,2,3,1,1,4,1,1,3,3,1,2,2,2,3,1,3,2,1,1,1,3,1,3,3,2,3,3,2,2,1,3,100000.0,35,44,1,0
3198,1,2,11,1,0,1,2,1,1,1,4,1,3,3,3,2,2,1,2,2,3,2,2,3,2,2,2,1,1,3,3,3,2,2,2,1,3,87499.5,45,54,1,0
3199,2,2,4,2,1,0,1,3,1,1,4,1,1,2,3,3,1,2,2,3,3,3,3,3,3,1,2,1,1,3,2,3,2,2,1,1,1,39999.5,65,74,1,0
3200,1,2,10,2,1,0,2,2,2,2,6,1,3,1,1,1,2,2,3,2,3,3,2,3,3,3,1,1,1,3,3,3,3,2,2,1,1,30000.0,25,34,1,0
3202,1,2,19,2,0,1,2,2,2,2,4,1,3,1,3,3,3,3,3,2,3,3,3,2,3,3,3,1,1,3,4,3,3,2,1,1,1,87499.5,55,64,1,0
3203,1,2,12,1,1,0,1,1,1,1,4,1,1,1,3,2,1,2,3,1,1,1,1,3,3,3,2,1,1,3,1,2,1,1,1,1,2,62499.5,55,64,1,0
3204,1,2,1,1,1,1,1,3,1,1,4,1,3,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,3,1,3,1,2,2,1,4,100000.0,35,44,1,0
3205,1,2,19,2,0,0,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,2,1,1,2,100000.0,55,64,1,0
3206,1,2,1,1,1,1,1,3,1,1,4,1,3,1,1,2,1,2,3,2,1,1,1,2,1,1,3,1,1,3,1,2,1,2,2,1,4,100000.0,35,44,1,0
3207,1,2,4,2,0,1,2,3,1,1,4,3,3,3,2,3,2,2,2,3,3,3,2,3,3,2,2,2,2,2,2,3,3,2,1,1,1,87499.5,55,64,1,0
3208,1,2,25,2,1,0,2,2,0,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,3,3,1,2,2,2,2,3,3,2,2,1,1,100000.0,55,64,1,0
3209,1,2,25,2,1,1,2,2,2,2,3,1,1,2,2,2,2,3,2,2,3,3,1,3,3,2,2,1,1,3,2,3,3,2,1,1,1,39999.5,45,54,1,0
3210,2,2,12,1,1,0,4,2,0,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,5,3,2,2,1,1,2,62499.5,55,64,1,0
3213,1,2,12,1,1,0,2,1,2,2,4,1,1,1,1,1,1,1,3,2,2,1,1,3,3,2,3,2,2,1,2,3,2,2,1,1,3,100000.0,55,64,1,0
3215,1,2,5,1,1,1,1,3,2,2,4,1,1,3,2,1,3,3,1,3,2,2,3,2,2,3,1,1,1,3,5,3,3,2,2,1,2,100000.0,55,64,1,0
3216,1,2,4,2,0,0,1,3,1,1,3,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,2,1,1,2,2,3,3,1,1,2,3,87499.5,55,64,1,0
3217,1,2,22,2,0,1,2,2,2,2,4,1,1,3,3,3,3,3,3,2,3,3,3,3,2,3,1,1,1,1,4,3,3,2,2,1,1,100000.0,55,64,1,0
3218,1,2,1,1,1,0,1,2,1,1,4,1,3,2,1,3,1,2,3,3,2,3,2,2,3,2,1,2,3,2,2,3,1,2,2,2,3,100000.0,35,44,1,0
3219,1,2,6,2,1,0,1,2,1,2,2,3,1,1,1,1,1,1,1,1,2,3,1,2,3,2,3,1,1,3,5,3,3,2,2,1,1,39999.5,45,54,1,0
3220,1,2,22,2,1,1,1,3,1,1,2,1,1,1,3,3,2,1,1,1,2,3,1,1,1,1,1,2,2,3,1,3,3,2,2,1,1,30000.0,45,54,1,0
3221,2,1,11,1,1,1,1,2,1,2,4,1,3,3,3,3,3,2,3,1,2,3,2,2,3,2,2,1,1,3,1,3,3,2,2,1,4,87499.5,65,74,1,0
3222,1,2,10,2,0,1,2,2,1,1,1,3,3,2,2,3,2,2,3,3,2,3,2,3,3,2,2,1,1,3,2,3,3,2,1,1,4,100000.0,35,44,1,0
3224,1,2,5,1,1,1,2,1,3,2,4,1,1,1,1,1,2,3,2,1,1,1,1,3,1,1,1,2,2,2,2,3,1,2,1,1,3,87499.5,18,24,1,0
3225,1,2,23,2,1,1,2,3,2,1,2,1,1,2,1,2,2,2,1,1,2,3,1,2,3,2,2,2,2,2,1,2,1,1,2,1,2,39999.5,45,54,1,0
3226,1,2,20,2,1,0,2,2,2,2,2,1,3,1,2,1,2,2,3,1,2,3,2,3,2,1,1,2,2,1,2,3,3,2,1,2,3,100000.0,55,64,1,0
3227,2,2,4,2,1,1,2,2,2,2,6,3,3,1,2,2,2,2,3,3,2,1,1,3,3,2,2,2,2,3,2,3,2,2,1,2,3,100000.0,45,54,1,0
3229,1,2,12,1,1,0,3,2,1,2,4,1,1,1,1,1,1,1,3,1,1,1,1,2,3,1,2,2,2,3,2,2,2,2,1,2,4,100000.0,35,44,1,0
3230,1,2,23,2,1,1,3,2,1,2,4,1,1,1,2,2,2,1,1,3,3,3,2,3,3,3,3,1,1,3,3,3,3,2,2,2,3,87499.5,55,64,1,0
3231,1,2,1,1,1,0,3,2,2,3,4,1,1,2,2,2,1,1,3,2,2,1,1,3,3,2,3,1,3,2,1,1,2,1,1,1,2,39999.5,45,54,1,0
3234,2,2,14,2,0,1,2,3,1,2,4,1,1,1,3,3,1,3,3,3,2,3,1,2,3,1,2,1,1,3,3,2,2,2,1,1,2,30000.0,65,74,1,0
3235,1,2,22,2,1,1,2,1,2,3,3,3,3,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,3,1,2,3,2,2,1,2,100000.0,55,64,1,0
3236,1,2,11,1,1,0,2,3,1,1,4,3,2,2,1,3,1,2,3,1,1,1,1,1,1,1,3,3,2,3,1,3,3,2,1,1,4,100000.0,25,34,1,0
3238,1,2,12,1,1,0,2,1,2,5,4,1,3,3,3,3,1,3,3,1,2,3,1,2,3,2,2,1,1,3,3,1,1,1,1,1,3,100000.0,35,44,1,0
3239,1,2,5,1,1,1,4,1,1,1,4,1,1,2,1,3,3,2,2,3,3,2,3,3,3,3,1,1,1,3,1,3,3,2,2,1,4,100000.0,55,64,1,0
3240,0,0,26,3,1,1,2,2,1,2,4,1,1,2,3,3,1,2,3,1,2,1,2,3,3,3,2,1,1,3,3,3,3,2,2,1,1,30000.0,18,24,0,-1
3241,1,2,1,1,1,1,1,3,3,3,4,1,3,2,2,2,3,1,2,3,3,3,3,3,3,3,1,1,1,3,5,3,2,2,2,1,3,100000.0,55,64,1,0
3242,2,2,16,2,1,1,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,2,3,2,3,3,2,2,1,1,30000.0,18,24,1,0
3243,2,1,8,2,1,0,3,2,1,2,1,3,2,1,2,1,3,1,3,2,2,3,1,3,3,2,2,1,1,3,3,3,3,2,1,2,3,87499.5,55,64,1,0
3244,1,2,12,1,1,0,2,1,1,2,4,1,3,3,1,3,2,3,3,2,3,3,2,3,3,2,2,2,2,3,1,3,2,2,1,1,4,100000.0,45,54,1,0
3245,1,2,3,2,1,0,2,2,2,2,2,1,1,1,3,1,1,1,2,2,3,3,2,3,3,2,3,1,2,3,3,3,3,2,2,2,2,100000.0,55,64,1,0
3247,2,1,12,1,1,1,1,1,2,2,4,1,3,1,1,2,1,1,3,3,2,3,1,3,3,1,2,1,2,2,2,3,2,1,1,1,2,39999.5,65,74,1,0
3248,1,1,19,2,1,1,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,1,1,87499.5,25,34,1,0
3249,1,2,5,1,1,1,1,0,1,1,4,1,1,1,2,1,1,1,3,1,2,3,2,3,3,2,3,2,1,2,2,3,2,2,2,1,4,100000.0,55,64,1,0
3250,1,2,12,1,1,1,1,2,1,2,4,1,1,1,2,1,1,2,3,2,1,1,1,2,3,1,2,1,1,3,2,3,3,2,1,1,3,100000.0,65,74,1,0
3251,2,2,8,2,0,0,3,1,2,2,4,1,1,2,2,2,2,2,2,1,2,3,2,3,3,2,2,1,1,2,1,2,2,2,1,1,2,100000.0,18,24,1,0
3252,2,2,12,1,1,1,3,2,1,1,4,1,3,1,1,2,2,1,2,2,2,3,2,3,3,1,2,1,1,3,4,3,3,1,1,1,4,87499.5,55,64,1,0
3253,1,2,22,2,0,1,2,2,2,2,3,1,1,3,3,3,3,1,3,3,3,1,3,2,3,3,1,1,1,3,3,3,3,2,2,1,1,87499.5,18,24,1,0
3254,2,2,16,2,1,1,2,0,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,3,1,3,2,2,2,2,3,30000.0,25,34,1,0
